"","db.Estado","db.SalePrice","db.GrLivArea","db.GarageCars","db.YearBuilt","db.GarageArea","db.X1stFlrSF"
"1202","Cara",197900,1779,2,1998,546,866
"1203","Economica",117000,1348,1,1925,216,884
"1204","Cara",213000,1630,2,2000,451,1630
"1205","Intermedia",153500,1074,2,1975,495,1074
"1206","Cara",271900,2196,3,1990,701,2196
"1207","Economica",107000,1056,1,1966,384,1056
"1208","Cara",2e+05,1700,2,2003,544,1700
"1209","Intermedia",140000,1283,2,1962,506,1283
"1210","Cara",290000,1660,2,2006,500,1660
"1211","Cara",189000,1845,2,1992,462,1055
"1212","Cara",164000,1752,2,1988,492,1080
"1213","Economica",113000,672,1,1941,234,672
"1214","Intermedia",145000,960,1,1965,364,960
"1215","Intermedia",134500,999,1,1962,300,999
"1216","Economica",125000,894,1,1966,384,894
"1217","Economica",112000,1902,2,1978,539,1318
"1218","Cara",229456,1314,2,2009,552,1314
"1219","Economica",80500,912,0,1947,0,672
"1220","Economica",91500,1218,0,1971,0,672
"1221","Economica",115000,912,1,1964,288,912
"1222","Intermedia",134000,1211,1,1968,322,1211
"1223","Intermedia",143000,1846,1,1949,315,1168
"1224","Intermedia",137900,2136,2,1951,528,2136
"1225","Cara",184000,1490,2,2004,388,788
"1226","Intermedia",145000,1138,1,1958,264,1138
"1227","Cara",214000,1933,3,2007,668,894
"1228","Intermedia",147000,912,2,1965,576,912
"1229","Cara",367294,1702,3,2008,1052,1702
"1230","Economica",127000,1507,1,1960,404,1507
"1231","Cara",190000,2620,2,1977,600,1361
"1232","Intermedia",132500,1190,2,1962,540,1190
"1233","Economica",101800,1224,2,1962,462,1224
"1234","Intermedia",142000,1188,2,1959,531,1188
"1235","Intermedia",130000,1964,0,1911,0,1024
"1236","Intermedia",138887,1784,1,1914,180,892
"1237","Cara",175500,1626,2,2003,474,764
"1238","Cara",195000,1948,2,2004,434,847
"1239","Intermedia",142500,1141,2,2005,484,1141
"1240","Cara",265900,1484,2,2006,472,1484
"1241","Cara",224900,1768,2,2003,543,884
"1242","Cara",248328,1689,3,2007,954,1689
"1243","Cara",170000,1173,2,1974,528,1173
"1244","Cara",465000,2076,3,2006,850,2076
"1245","Cara",230000,1517,2,1929,400,792
"1246","Cara",178000,1868,2,1984,477,1140
"1247","Cara",186500,1553,2,2005,615,756
"1248","Cara",169900,1034,3,1976,888,1034
"1249","Economica",129500,2058,2,1917,396,1134
"1250","Economica",119000,988,1,1950,276,988
"1251","Cara",244000,2110,2,1968,522,2110
"1252","Cara",171750,1405,2,2003,478,1405
"1253","Intermedia",130000,874,1,1968,288,874
"1254","Cara",294000,2167,2,1974,518,1516
"1255","Cara",165400,1656,2,2003,397,760
"1256","Economica",127500,1367,1,1931,560,959
"1257","Cara",301500,1987,2,1994,691,1987
"1258","Economica",99900,864,0,1922,0,864
"1259","Cara",190000,1166,2,2005,400,1166
"1260","Intermedia",151000,1054,2,1969,460,1054
"1261","Cara",181000,1675,2,1999,502,892
"1262","Economica",128900,1050,1,1956,338,1050
"1263","Intermedia",161500,1788,1,1957,304,1104
"1264","Cara",180500,1824,2,1919,520,1060
"1265","Cara",181000,1337,2,1998,511,1337
"1266","Cara",183900,1452,2,1999,506,713
"1267","Economica",122000,1889,1,1910,308,964
"1268","Cara",378500,2018,3,2008,746,2018
"1269","Cara",381000,3447,3,1935,1014,1968
"1270","Intermedia",144000,1524,1,1958,315,874
"1271","Cara",260000,1524,2,1979,586,1332
"1272","Cara",185750,1489,2,1968,462,1489
"1273","Intermedia",137000,935,1,1965,288,935
"1274","Cara",177000,1357,1,1959,312,1357
"1275","Intermedia",139000,1250,2,1910,552,661
"1276","Intermedia",137000,1920,2,1948,400,928
"1277","Intermedia",162000,1395,2,1972,497,735
"1278","Cara",197900,1724,2,1967,480,1724
"1279","Cara",237000,2031,2,2002,577,1128
"1280","Economica",68400,1128,2,1920,528,698
"1281","Cara",227000,1573,2,2002,544,1573
"1282","Cara",180000,1339,2,1990,484,1339
"1283","Intermedia",150500,1040,2,1977,484,1040
"1284","Intermedia",139000,1824,0,1971,0,912
"1285","Cara",169000,2447,1,1919,336,1699
"1286","Intermedia",132500,1412,1,1939,280,825
"1287","Intermedia",143000,1328,2,1963,528,1328
"1288","Cara",190000,1582,2,1964,390,1582
"1289","Cara",278000,1659,2,2000,499,1659
"1290","Cara",281000,1970,3,2006,753,1120
"1291","Cara",180500,1152,2,1964,484,1152
"1292","Economica",119500,1302,1,1972,264,630
"1293","Economica",107500,2372,1,1892,432,1378
"1294","Intermedia",162900,1664,2,1976,528,832
"1295","Economica",115000,864,2,1955,572,864
"1296","Intermedia",138500,1052,1,1968,288,1052
"1297","Intermedia",155000,1128,2,1963,525,1128
"1298","Intermedia",140000,1072,2,2005,525,1072
"1299","Intermedia",160000,5642,2,2008,1418,4692
"1300","Intermedia",154000,1246,1,1959,305,1246
"1301","Cara",225000,1983,2,1999,490,1005
"1302","Cara",177500,1494,1,1942,213,753
"1303","Cara",290000,2526,3,1994,844,1203
"1304","Cara",232000,1616,3,2005,834,1616
"1305","Intermedia",130000,1708,2,2004,380,976
"1306","Cara",325000,1652,2,2006,840,1652
"1307","Cara",202500,1368,2,2005,474,1368
"1308","Intermedia",138000,990,2,1994,480,990
"1309","Intermedia",147000,1122,2,1948,528,1122
"1310","Cara",179200,1294,2,1991,496,1294
"1311","Cara",335000,1902,2,1959,567,1902
"1312","Cara",203000,1274,2,2005,508,1274
"1313","Cara",302000,2810,2,1990,750,1453
"1314","Cara",333168,2599,3,1999,779,1422
"1315","Economica",119000,948,1,1954,280,948
"1316","Cara",206900,2112,2,1969,576,1092
"1317","Cara",295493,1630,3,2008,860,1630
"1318","Cara",208900,1352,2,2006,466,1352
"1319","Cara",275000,1787,3,2001,748,1787
"1320","Economica",111000,948,1,1954,248,948
"1321","Intermedia",156500,1478,2,1957,442,1478
"1322","Economica",72500,720,1,1949,287,720
"1323","Cara",190000,1923,2,1992,564,1061
"1324","Economica",82500,708,0,1940,0,708
"1325","Intermedia",147000,1795,3,2006,895,1795
"1326","Economica",55000,796,0,1922,0,796
"1327","Economica",79000,774,0,1931,0,774
"1328","Intermedia",130500,816,1,1982,264,816
"1329","Cara",256000,2792,2,1920,520,1584
"1330","Cara",176500,1632,2,1998,462,955
"1331","Cara",227000,1588,3,2006,825,1588
"1332","Intermedia",132500,954,2,1976,576,954
"1333","Economica",1e+05,816,1,1938,288,816
"1334","Economica",125500,1360,1,1938,297,803
"1335","Economica",125000,1365,2,1970,440,765
"1336","Cara",167900,1334,2,1977,630,1334
"1337","Intermedia",135000,1656,2,1973,506,1656
"1338","Economica",52500,693,0,1941,0,693
"1339","Cara",2e+05,1861,2,2002,492,920
"1340","Economica",128500,864,1,1972,288,864
"1341","Economica",123000,872,4,1971,480,872
"1342","Intermedia",155000,1114,2,2003,576,1114
"1343","Cara",228500,2169,2,2002,647,1284
"1344","Cara",177000,1913,2,1928,342,1172
"1345","Intermedia",155835,1456,2,2006,440,728
"1346","Economica",108500,960,1,1920,308,960
"1347","Cara",262500,2156,2,1968,508,2156
"1348","Cara",283463,1776,3,2006,712,1776
"1349","Cara",215000,1494,2,1998,514,1494
"1350","Economica",122000,2358,0,1872,0,938
"1351","Cara",2e+05,2634,4,1969,968,1338
"1352","Cara",171000,1716,2,1962,490,858
"1353","Intermedia",134900,1176,2,1937,624,786
"1354","Cara",410000,3238,3,1995,666,2053
"1355","Cara",235000,1865,3,2000,839,992
"1356","Cara",170000,1920,2,1968,487,1222
"1357","Economica",110000,892,1,1966,264,892
"1358","Intermedia",149900,1078,2,1971,500,1078
"1359","Cara",177500,1573,2,2000,440,769
"1360","Cara",315000,1980,3,2004,770,1980
"1361","Cara",189000,2601,2,1921,621,990
"1362","Cara",260000,1530,2,2005,430,1530
"1363","Economica",104900,1738,1,1920,368,1281
"1364","Intermedia",156932,1412,2,2006,432,616
"1365","Intermedia",144152,1200,2,2005,480,520
"1366","Cara",216000,1674,2,2000,663,814
"1367","Cara",193000,1790,2,1999,588,882
"1368","Economica",127000,1475,1,1977,336,925
"1369","Intermedia",144000,848,2,2003,420,848
"1370","Cara",232000,1668,2,2003,502,1668
"1371","Economica",105000,1374,1,1920,338,840
"1372","Cara",165500,1661,1,1955,377,1661
"1373","Cara",274300,2097,2,1998,583,1108
"1374","Cara",466500,2633,3,2001,804,2633
"1375","Cara",250000,1958,3,2005,936,1026
"1376","Cara",239000,1571,3,2007,722,1571
"1377","Economica",91000,790,1,1930,160,790
"1378","Economica",117000,1604,2,1941,660,984
"1379","Economica",83000,987,1,1973,264,483
"1380","Cara",167500,1394,2,2006,400,754
"1381","Economica",58500,864,1,1914,200,864
"1382","Cara",237500,2117,2,1970,550,2117
"1383","Intermedia",157000,1762,2,1920,576,998
"1384","Economica",112000,1416,2,1918,576,1416
"1385","Economica",105000,1258,1,1939,280,698
"1386","Economica",125500,1154,1,1922,240,796
"1387","Cara",250000,2784,2,1978,564,1392
"1388","Intermedia",136000,2526,1,1916,216,1664
"1389","Cara",377500,1746,3,2006,758,1746
"1390","Intermedia",131000,1218,2,1941,440,869
"1391","Cara",235000,1525,2,2000,541,1525
"1392","Economica",124000,1584,3,1967,792,1584
"1393","Economica",123000,900,1,1967,288,900
"1394","Intermedia",163000,1912,2,1905,672,1221
"1395","Cara",246578,1500,3,2006,648,1500
"1396","Cara",281213,2482,3,2005,642,1133
"1397","Intermedia",160000,1687,2,1948,572,1687
"1398","Intermedia",137500,1513,1,1920,180,939
"1399","Intermedia",138000,1904,1,1950,240,1136
"1400","Intermedia",137450,1608,1,1925,216,1160
"1401","Economica",120000,1158,1,1929,208,950
"1402","Cara",193000,1593,2,2004,398,864
"1403","Cara",193879,1294,2,2006,662,1294
"1404","Cara",282922,1464,3,2007,754,1464
"1405","Economica",105000,1214,3,1915,936,694
"1406","Cara",275000,1646,2,2004,482,1646
"1407","Intermedia",133000,768,2,1972,396,768
"1408","Economica",112000,833,0,1985,0,833
"1409","Economica",125500,1363,2,1910,528,741
"1410","Cara",215000,2093,2,1986,542,1236
"1411","Cara",230000,1840,2,2001,622,944
"1412","Intermedia",140000,1668,1,1950,271,1112
"1413","Economica",90000,1040,2,1949,420,1040
"1414","Cara",257000,1844,2,2005,620,1844
"1415","Cara",207000,1848,2,1923,370,1053
"1416","Cara",175900,1569,3,2007,660,1569
"1417","Economica",122500,2290,2,1885,560,1246
"1418","Cara",340000,2450,3,1998,1069,1310
"1419","Economica",124000,1144,1,1963,336,1144
"1420","Cara",223000,1844,2,1969,540,1844
"1421","Cara",179900,1416,2,1968,776,708
"1422","Economica",127500,1069,2,1977,440,1069
"1423","Intermedia",136500,848,2,2003,420,848
"1424","Cara",274970,2201,2,1966,432,1575
"1425","Intermedia",144000,1344,1,1958,484,1344
"1426","Intermedia",142000,1252,2,1959,528,1252
"1427","Cara",271000,2127,2,1994,525,1223
"1428","Intermedia",140000,1558,1,1945,288,1048
"1429","Economica",119000,804,1,1940,240,804
"1430","Cara",182900,1440,2,1981,467,1440
"1431","Cara",192140,1838,2,2005,372,734
"1432","Intermedia",143750,958,2,1976,440,958
"1433","Economica",64500,968,1,1927,216,968
"1434","Cara",186500,1792,2,2000,451,962
"1435","Intermedia",160000,1126,2,1977,484,1126
"1436","Cara",174000,1537,2,1962,462,1537
"1437","Economica",120500,864,2,1971,528,864
"1438","Cara",394617,1932,3,2008,774,1932
"1439","Intermedia",149700,1236,2,1957,923,1236
"1440","Cara",197000,1725,2,1979,550,1040
"1441","Cara",191000,2555,2,1922,672,1423
"1442","Intermedia",149300,848,2,2004,420,848
"1443","Cara",310000,2007,3,2008,812,1026
"1444","Economica",121000,952,1,1916,192,952
"1445","Cara",179600,1422,2,2004,626,1422
"1446","Economica",129000,913,1,1966,240,913
"1447","Intermedia",157900,1188,1,1962,312,1188
"1448","Cara",240000,2090,2,1995,556,1220
"1449","Economica",112000,1346,1,1910,384,796
"1450","Economica",92000,630,0,1970,0,630
"1451","Intermedia",136000,1792,0,1974,0,896
"1452","Cara",287090,1578,3,2008,840,1578
"1453","Intermedia",145000,1072,2,2005,525,1072
"1454","Economica",84500,1140,0,2006,0,1140
"1455","Cara",185000,1221,2,2004,400,1221
"1456","Cara",175000,1647,2,1999,460,953
"1457","Cara",210000,2073,2,1978,500,2073
"1458","Cara",266500,2340,1,1941,252,1188
"1459","Intermedia",142125,1078,1,1950,240,1078
"1460","Intermedia",147500,1256,1,1965,276,1256
